Time_s,Voltage_V,Current_A,Power_W,DTB_Temp_C,TC0_Temp_C,TC1_Temp_C
305.721,3.175,4.999,15.869,30.00,2285.83,34.38
312.675,3.172,4.999,15.858,30.00,2285.83,34.38
319.672,3.170,4.999,15.846,30.00,2285.83,34.44
326.586,3.165,4.999,15.824,29.95,2285.83,34.47
333.526,3.163,4.999,15.812,29.95,2285.82,34.49
340.489,3.161,4.999,15.801,29.95,2285.82,34.49
347.417,3.159,5.001,15.796,29.95,2285.82,34.50
354.413,3.156,4.999,15.778,29.95,2285.83,34.51
361.327,3.154,4.999,15.766,29.95,2285.85,34.51
369.318,3.149,4.999,15.743,30.00,2285.83,34.53
376.239,3.147,4.999,15.732,30.05,2285.83,34.50
383.211,3.145,4.999,15.721,30.10,2285.84,34.52
390.142,3.143,4.999,15.709,30.10,2285.83,34.53
397.103,3.140,4.999,15.698,30.10,2285.83,34.51
404.061,3.138,4.999,15.686,30.10,2285.84,34.55
411.010,3.136,4.999,15.675,30.10,2285.83,34.51
417.959,3.133,5.001,15.671,30.05,2285.83,34.50
424.931,3.129,5.001,15.648,30.05,2285.83,34.46
431.871,3.127,4.999,15.629,30.00,2285.84,34.44
438.808,3.124,4.999,15.618,30.00,2285.83,34.42
445.785,3.122,4.999,15.606,30.00,2285.84,34.41
452.778,3.120,4.999,15.595,29.95,2285.84,34.45
459.696,3.117,4.999,15.583,29.95,2285.84,34.53
466.636,3.115,5.001,15.579,30.00,2285.84,34.54
473.586,3.113,4.999,15.560,30.00,2285.85,34.54
480.551,3.111,4.999,15.549,29.95,2285.85,34.60
487.534,3.108,4.999,15.538,29.95,2285.86,34.63
495.436,3.106,4.999,15.526,29.95,2285.86,34.64
502.453,3.104,4.999,15.515,30.00,2285.85,34.66
509.338,3.101,4.999,15.503,30.00,2285.84,34.67
516.299,3.099,4.999,15.492,30.00,2285.84,34.70
523.242,3.097,4.999,15.480,30.00,2285.86,34.70
530.215,3.095,4.999,15.469,30.00,2285.84,34.70
537.147,3.092,4.999,15.457,30.00,2285.85,34.68
544.111,3.090,4.999,15.446,30.00,2285.85,34.65
551.047,3.088,4.999,15.435,30.00,2285.86,34.64
558.028,3.085,4.999,15.423,30.00,2285.85,34.62
564.959,3.081,4.999,15.400,30.00,2285.86,34.64
571.913,3.078,4.999,15.389,29.95,2285.86,34.67
578.882,3.076,4.999,15.377,29.95,2285.86,34.67
585.841,3.074,4.999,15.366,29.95,2285.87,34.67
592.782,3.072,4.999,15.354,29.95,2285.85,34.68
599.739,3.069,4.999,15.343,30.00,2285.86,34.68
606.695,3.065,4.999,15.320,30.00,2285.85,34.68
613.646,3.062,4.999,15.309,30.00,2285.85,34.68
620.580,3.060,4.999,15.297,30.00,2285.87,34.67
628.556,3.056,4.999,15.274,30.00,2285.87,34.70
635.490,3.053,5.001,15.270,30.00,2285.89,34.72
642.450,3.051,4.999,15.251,30.00,2285.86,34.73
649.421,3.049,4.999,15.240,30.00,2285.87,34.72
656.369,3.044,4.999,15.217,30.00,2285.87,34.71
663.304,3.042,4.999,15.206,30.00,2285.84,34.72
670.256,3.037,4.999,15.183,30.00,2285.86,34.74
677.250,3.035,5.001,15.178,29.95,2285.87,34.85
684.165,3.030,4.999,15.148,29.95,2285.88,34.86
692.105,3.028,4.999,15.137,29.95,2285.88,34.87
699.105,3.024,4.999,15.114,29.95,2285.88,34.84
706.025,3.021,4.999,15.103,29.95,2285.87,34.86
713.960,3.017,4.999,15.080,30.00,2285.87,34.84
720.920,3.012,5.001,15.064,30.00,2285.88,34.82
727.860,3.010,5.001,15.052,30.00,2285.89,34.80
734.820,3.005,4.999,15.023,30.00,2285.88,34.76
741.751,3.001,4.999,15.000,30.00,2285.89,34.72
748.723,2.996,4.999,14.977,30.00,2285.89,34.75
755.673,2.992,4.999,14.954,29.95,2285.88,34.76
762.634,2.989,4.999,14.943,29.95,2285.88,34.76
769.564,2.985,4.999,14.920,29.95,2285.89,34.75
776.505,2.980,4.999,14.897,29.95,2285.89,34.77
783.466,2.975,4.999,14.874,29.90,2285.90,34.77
790.426,2.969,4.999,14.840,29.90,2285.90,34.78
797.406,2.964,5.001,14.823,29.90,2285.89,34.78
804.317,2.959,4.999,14.794,29.90,2285.90,34.77
811.268,2.955,4.999,14.771,29.95,2285.91,34.78
818.220,2.950,4.999,14.748,29.95,2285.89,34.81
825.211,2.943,4.999,14.714,29.95,2285.91,34.86
832.121,2.939,5.001,14.698,29.95,2285.92,34.88
839.072,2.932,5.001,14.663,29.95,2285.90,34.91
846.013,2.927,4.999,14.634,29.95,2285.91,34.96
853.003,2.921,4.999,14.599,29.95,2285.92,34.98
859.925,2.914,4.999,14.565,29.95,2285.91,34.98
866.876,2.907,4.999,14.531,29.95,2285.92,35.05
873.827,2.900,4.999,14.496,29.95,2285.93,35.06
880.798,2.891,4.999,14.451,29.95,2285.94,35.09
887.740,2.882,5.001,14.411,30.00,2285.94,35.13
894.690,2.872,4.999,14.359,30.00,2285.94,35.12
901.651,2.863,4.999,14.313,30.05,2285.94,35.13
908.592,2.852,4.999,14.256,30.05,2285.96,35.21
915.593,2.840,4.999,14.199,30.05,2285.95,35.25
922.547,2.827,4.999,14.130,30.10,2285.96,35.27
929.510,2.811,4.999,14.050,30.10,2285.95,35.29
936.444,2.795,4.999,13.970,30.10,2285.96,35.33
943.405,2.776,4.999,13.878,30.10,2285.96,35.34
950.346,2.756,4.999,13.776,30.05,2285.95,35.35
957.298,2.735,4.999,13.673,30.05,2285.95,35.33
964.258,2.712,4.999,13.558,30.00,2285.96,35.39
972.199,2.696,4.809,12.966,30.00,2285.97,35.45
979.161,2.696,4.536,12.231,30.00,2285.97,35.48
986.092,2.696,4.289,11.565,30.00,2285.97,35.49
993.075,2.696,4.056,10.935,29.95,2285.97,35.55
1000.008,2.696,3.836,10.343,29.95,2285.98,35.62
1006.973,2.699,3.628,9.790,29.90,2285.98,35.64
1013.904,2.696,3.426,9.238,29.90,2285.98,35.61
1020.880,2.696,3.234,8.720,29.95,2285.98,35.60
1027.795,2.696,3.049,8.220,30.00,2285.99,35.56
1034.785,2.696,2.870,7.739,30.00,2286.00,35.53
1041.713,2.699,2.699,7.282,30.05,2285.98,35.46
1048.663,2.696,2.531,6.825,30.10,2286.00,35.39
1055.644,2.696,2.371,6.393,30.10,2285.99,35.31
1063.592,2.696,2.193,5.912,30.10,2285.99,35.27
1070.525,2.696,2.044,5.511,30.10,2286.00,35.23
1077.491,2.699,1.902,5.133,30.10,2285.99,35.15
1084.437,2.696,1.765,4.758,30.10,2286.00,35.09
1091.397,2.696,1.632,4.400,30.10,2286.00,35.00
1099.337,2.696,1.485,4.005,30.10,2285.99,34.92
1106.288,2.699,1.362,3.675,30.05,2286.01,34.86
1113.238,2.696,1.243,3.351,30.05,2286.00,34.82
1120.229,2.699,1.131,3.051,30.05,2286.00,34.74
1127.129,2.699,1.023,2.761,30.00,2286.00,34.68
1134.090,2.696,0.922,2.487,30.00,2286.01,34.66
1141.040,2.696,0.829,2.234,29.95,2286.00,34.61
1148.001,2.699,0.744,2.007,29.95,2285.98,34.52
1154.951,2.696,0.661,1.783,29.90,2286.01,34.52
1161.892,2.699,0.588,1.587,29.85,2286.01,34.57
1168.833,2.699,0.522,1.408,29.85,2286.02,34.56
1175.803,2.696,0.465,1.253,29.85,2286.01,34.54
1182.723,2.699,0.412,1.112,29.90,2286.02,34.52
1189.724,2.696,0.364,0.981,29.90,2286.01,34.47
1196.624,2.696,0.327,0.882,29.95,2286.03,34.41
1203.594,2.696,0.295,0.796,30.00,2286.00,34.39
1210.536,2.696,0.266,0.716,30.05,2286.02,34.31
