Time_s,Voltage_V,Current_A,Power_W,DTB_Temp_C,TC0_Temp_C,TC1_Temp_C
7724.262,4.195,0.309,1.296,29.90,2286.18,33.81
7731.223,4.198,0.307,1.287,29.95,2286.19,33.80
7738.203,4.195,0.304,1.277,30.00,2286.19,33.75
7745.134,4.195,0.302,1.268,30.05,2286.19,33.69
7752.114,4.195,0.300,1.258,30.10,2286.19,33.64
7759.054,4.195,0.295,1.239,30.10,2286.19,33.64
7765.995,4.195,0.293,1.229,30.05,2286.19,33.69
7772.946,4.195,0.291,1.220,30.05,2286.19,33.66
7779.898,4.198,0.291,1.220,30.05,2286.19,33.60
7786.857,4.195,0.288,1.210,30.05,2286.19,33.55
7794.808,4.195,0.284,1.191,30.05,2286.19,33.50
7801.768,4.195,0.279,1.172,30.05,2286.18,33.44
7808.698,4.195,0.277,1.162,30.05,2286.19,33.43
7815.669,4.195,0.277,1.162,30.00,2286.20,33.50
7822.618,4.198,0.275,1.153,30.00,2286.20,33.57
7829.569,4.195,0.272,1.143,30.00,2286.20,33.58
7836.529,4.195,0.268,1.124,29.95,2286.20,33.59
7843.479,4.195,0.268,1.124,29.90,2286.19,33.69
7850.390,4.195,0.266,1.114,29.90,2286.19,33.71
7857.371,4.195,0.263,1.104,29.95,2286.19,33.68
7864.329,4.195,0.261,1.095,29.95,2286.19,33.65
7871.270,4.195,0.263,1.104,30.00,2286.20,33.63
7878.230,4.198,0.256,1.076,30.00,2286.20,33.59
7885.180,4.195,0.256,1.075,30.00,2286.20,33.58
7892.151,4.195,0.252,1.056,30.05,2286.20,33.63
