Time_s,Voltage_V,Current_A,Power_W,DTB_Temp_C,TC0_Temp_C,TC1_Temp_C
8602.539,3.717,4.999,18.581,30.00,2286.21,34.29
8609.498,3.717,4.999,18.581,30.05,2286.20,34.26
8616.434,3.715,4.999,18.569,30.05,2286.21,34.23
8623.404,3.715,4.999,18.569,30.05,2286.21,34.20
8630.368,3.712,4.999,18.558,30.05,2286.21,34.25
8637.331,3.712,4.999,18.558,30.05,2286.20,34.24
8644.270,3.710,4.999,18.547,30.00,2286.20,34.27
8651.229,3.710,4.999,18.547,30.00,2286.20,34.31
8658.165,3.708,4.999,18.535,30.00,2286.20,34.32
8665.123,3.708,4.999,18.535,30.00,2286.22,34.29
8672.060,3.708,4.999,18.535,30.05,2286.21,34.28
8679.034,3.706,4.999,18.524,30.05,2286.20,34.26
8685.972,3.706,4.999,18.524,30.00,2286.18,34.30
8692.922,3.703,4.999,18.512,29.95,2286.19,34.40
8699.889,3.703,4.999,18.512,29.85,2286.20,34.50
8706.836,3.701,4.999,18.501,29.85,2286.20,34.53
8713.780,3.701,4.999,18.501,29.90,2286.20,34.56
8720.730,3.699,4.999,18.489,29.90,2286.20,34.54
8727.677,3.699,4.999,18.489,29.95,2286.20,34.53
8734.632,3.696,4.999,18.478,29.95,2286.19,34.51
8741.599,3.696,4.999,18.478,29.95,2286.20,34.49
8748.559,3.694,4.999,18.467,30.00,2286.19,34.46
8755.531,3.694,4.999,18.467,30.00,2286.20,34.43
8762.461,3.692,4.999,18.455,30.05,2286.19,34.38
8769.399,3.692,4.999,18.455,30.10,2286.19,34.37
8776.352,3.690,4.999,18.444,30.15,2286.20,34.35
8783.306,3.690,4.999,18.444,30.15,2286.21,34.36
8790.274,3.687,4.999,18.432,30.10,2286.21,34.34
8797.197,3.685,4.999,18.421,30.10,2286.20,34.38
8804.166,3.685,4.999,18.421,30.10,2286.20,34.36
8811.109,3.683,4.999,18.409,30.10,2286.21,34.33
8818.063,3.683,4.999,18.409,30.10,2286.20,34.30
8825.023,3.680,4.999,18.398,30.10,2286.18,34.24
8831.985,3.678,4.999,18.386,30.00,2286.18,34.30
8838.911,3.678,4.999,18.386,30.00,2286.20,34.35
8845.935,3.676,4.999,18.375,30.00,2286.20,34.37
8852.819,3.674,4.999,18.364,29.95,2286.19,34.44
8859.786,3.674,4.999,18.364,29.95,2286.18,34.49
8866.721,3.671,4.999,18.352,29.95,2286.20,34.49
8874.672,3.669,4.999,18.341,30.00,2286.21,34.48
8881.638,3.667,4.999,18.329,30.00,2286.19,34.43
8888.592,3.664,4.999,18.318,30.05,2286.19,34.40
8895.539,3.664,4.999,18.318,30.05,2286.20,34.38
8902.484,3.662,4.999,18.306,30.05,2286.19,34.32
8909.418,3.660,4.999,18.295,30.05,2286.19,34.29
8916.369,3.658,4.999,18.283,30.05,2286.20,34.25
8923.346,3.655,4.999,18.272,30.05,2286.19,34.29
8930.288,3.653,4.999,18.261,30.05,2286.20,34.26
8937.261,3.651,4.999,18.249,30.05,2286.20,34.23
8944.198,3.648,4.999,18.238,30.00,2286.19,34.26
8951.146,3.646,4.999,18.226,30.00,2286.20,34.28
8958.092,3.644,4.999,18.215,29.95,2286.19,34.28
8965.071,3.642,4.999,18.203,29.95,2286.18,34.26
8972.019,3.639,4.999,18.192,29.95,2286.19,34.26
8978.978,3.637,4.999,18.180,29.90,2286.18,34.25
8985.898,3.635,4.999,18.169,29.90,2286.17,34.31
8992.860,3.632,4.999,18.158,29.90,2286.17,34.34
8999.821,3.630,4.999,18.146,29.90,2286.18,34.35
9006.773,3.626,4.999,18.123,29.90,2286.19,34.37
9013.715,3.623,4.999,18.112,29.90,2286.17,34.39
9020.695,3.621,4.999,18.100,29.90,2286.17,34.42
9027.627,3.619,4.999,18.089,29.90,2286.17,34.44
9034.579,3.616,4.999,18.078,29.90,2286.18,34.42
9041.545,3.614,4.999,18.066,29.95,2286.17,34.43
9048.493,3.612,4.999,18.055,29.95,2286.16,34.39
9055.429,3.609,4.999,18.043,29.95,2286.17,34.38
9062.389,3.607,5.001,18.040,29.95,2286.18,34.34
9069.345,3.605,4.999,18.020,29.95,2286.17,34.30
9076.316,3.600,4.999,17.997,29.95,2286.16,34.29
9083.286,3.598,4.999,17.986,29.95,2286.16,34.24
9090.195,3.596,4.999,17.975,29.95,2286.16,34.21
9097.134,3.593,4.999,17.963,29.95,2286.17,34.16
9105.115,3.591,4.999,17.952,29.95,2286.16,34.16
9112.065,3.589,4.999,17.940,29.90,2286.16,34.25
9119.016,3.587,4.999,17.929,29.90,2286.15,34.34
9125.947,3.584,4.999,17.917,29.90,2286.17,34.35
9132.957,3.582,4.999,17.906,29.90,2286.16,34.33
9139.857,3.580,4.999,17.894,29.90,2286.17,34.34
9146.807,3.577,4.999,17.883,29.90,2286.17,34.41
9153.788,3.575,4.999,17.872,29.90,2286.17,34.43
9160.729,3.573,4.999,17.860,29.90,2286.15,34.41
9168.661,3.571,4.999,17.849,29.90,2286.14,34.41
9176.612,3.568,4.999,17.837,29.90,2286.16,34.42
9183.577,3.566,4.999,17.826,29.90,2286.14,34.41
9190.560,3.564,4.999,17.814,30.00,2286.17,34.38
9197.486,3.561,4.999,17.803,30.00,2286.16,34.38
9204.410,3.559,4.999,17.791,30.00,2286.16,34.34
9211.428,3.557,4.999,17.780,30.00,2286.14,34.32
9218.328,3.557,4.999,17.780,30.00,2286.14,34.27
9225.268,3.555,4.999,17.769,30.00,2286.15,34.29
9232.236,3.552,4.999,17.757,30.00,2286.16,34.30
9240.180,3.550,4.999,17.746,29.95,2286.15,34.29
9248.113,3.548,4.999,17.734,29.95,2286.15,34.29
9255.093,3.545,4.999,17.723,29.95,2286.15,34.29
9262.021,3.543,5.001,17.719,29.95,2286.13,34.36
9268.972,3.543,4.999,17.711,29.95,2286.16,34.39
9275.927,3.541,4.999,17.700,29.95,2286.14,34.38
9282.923,3.539,4.999,17.688,29.95,2286.14,34.40
9289.864,3.536,4.999,17.677,29.95,2286.16,34.39
9296.785,3.536,4.999,17.677,29.95,2286.15,34.39
9303.745,3.534,4.999,17.666,30.00,2286.15,34.38
9310.706,3.532,4.999,17.654,30.00,2286.14,34.35
9317.627,3.529,4.999,17.643,30.00,2286.14,34.33
9324.609,3.529,4.999,17.643,30.00,2286.14,34.29
9331.540,3.527,4.999,17.631,29.95,2286.14,34.26
9338.542,3.525,4.999,17.620,29.95,2286.14,34.22
9345.463,3.523,4.999,17.608,29.95,2286.14,34.18
9352.424,3.523,4.999,17.608,29.95,2286.15,34.24
9359.375,3.520,4.999,17.597,29.95,2286.15,34.30
9366.317,3.518,5.001,17.594,29.90,2286.15,34.34
9373.259,3.516,4.999,17.574,29.90,2286.15,34.38
9380.221,3.516,4.999,17.574,29.90,2286.14,34.41
9387.158,3.513,4.999,17.563,29.85,2286.14,34.46
9394.095,3.511,4.999,17.551,29.85,2286.14,34.59
9401.077,3.509,4.999,17.540,29.90,2286.15,34.63
9408.019,3.509,4.999,17.540,29.90,2286.16,34.65
9415.981,3.506,4.999,17.528,29.95,2286.14,34.67
9423.942,3.504,4.999,17.517,30.00,2286.13,34.67
9430.864,3.502,4.999,17.505,30.00,2286.14,34.64
9437.827,3.502,5.001,17.513,30.05,2286.14,34.60
9444.800,3.500,4.999,17.494,30.10,2286.14,34.57
9451.734,3.497,4.999,17.483,30.10,2286.14,34.53
9458.686,3.497,4.999,17.483,30.10,2286.16,34.54
9465.619,3.495,5.001,17.479,30.10,2286.15,34.53
9472.626,3.493,4.999,17.460,30.05,2286.14,34.52
9479.570,3.490,4.999,17.448,30.00,2286.15,34.51
9486.505,3.490,4.999,17.448,30.00,2286.15,34.55
9493.450,3.488,4.999,17.437,30.00,2286.15,34.55
9500.417,3.486,4.999,17.425,30.00,2286.14,34.53
9507.364,3.484,4.999,17.414,30.00,2286.14,34.49
9514.306,3.481,4.999,17.402,30.00,2286.14,34.51
9521.151,3.481,4.999,17.402,29.95,2286.14,34.56
9528.211,3.479,4.999,17.391,29.95,2286.15,34.61
9535.164,3.477,4.999,17.380,29.95,2286.14,34.60
9542.129,3.474,4.999,17.368,29.95,2286.16,34.57
9549.076,3.472,4.999,17.357,29.95,2286.13,34.53
9556.029,3.472,4.999,17.357,29.95,2286.15,34.49
9563.002,3.470,4.999,17.345,30.00,2286.14,34.47
9569.935,3.468,4.999,17.334,30.00,2286.13,34.49
9576.888,3.465,4.999,17.322,30.05,2286.13,34.50
9583.825,3.463,4.999,17.311,30.05,2286.14,34.50
9590.798,3.463,4.999,17.311,30.05,2286.14,34.52
9597.722,3.461,4.999,17.299,30.05,2286.14,34.57
9604.749,3.458,4.999,17.288,30.05,2286.14,34.55
9611.647,3.456,4.999,17.277,30.05,2286.14,34.51
9618.651,3.454,4.999,17.265,30.05,2286.14,34.49
9625.581,3.452,4.999,17.254,30.05,2286.13,34.45
9632.553,3.452,4.999,17.254,30.05,2286.14,34.40
9639.490,3.449,4.999,17.242,30.00,2286.13,34.45
9646.456,3.447,4.999,17.231,30.00,2286.13,34.45
9653.449,3.445,4.999,17.219,30.00,2286.14,34.44
9660.368,3.442,4.999,17.208,29.95,2286.15,34.49
9667.319,3.440,4.999,17.197,29.95,2286.13,34.51
9674.255,3.438,4.999,17.185,29.95,2286.14,34.49
9682.207,3.436,4.999,17.174,29.95,2286.13,34.47
9690.153,3.433,4.999,17.162,30.00,2286.12,34.45
9697.157,3.431,4.999,17.151,30.00,2286.11,34.42
9704.076,3.429,4.999,17.139,30.00,2286.13,34.39
9711.044,3.426,4.999,17.128,30.00,2286.13,34.34
9717.987,3.426,4.999,17.128,30.00,2286.12,34.31
9724.928,3.424,4.999,17.116,30.00,2286.13,34.40
9731.897,3.422,4.999,17.105,29.95,2286.12,34.45
9738.833,3.420,4.999,17.094,29.95,2286.12,34.47
9745.789,3.417,4.999,17.082,29.95,2286.13,34.48
9752.737,3.415,4.999,17.071,29.90,2286.13,34.51
9759.690,3.413,4.999,17.059,29.90,2286.13,34.51
9766.654,3.410,4.999,17.048,29.90,2286.12,34.52
9773.649,3.408,4.999,17.036,29.90,2286.12,34.54
9780.576,3.406,4.999,17.025,29.90,2286.11,34.54
9787.495,3.403,4.999,17.013,29.90,2286.12,34.56
9794.432,3.401,4.999,17.002,29.95,2286.13,34.55
9801.405,3.399,4.999,16.991,30.00,2286.12,34.55
9808.349,3.397,4.999,16.979,30.00,2286.13,34.54
9815.305,3.394,4.999,16.968,30.00,2286.12,34.52
9822.271,3.392,4.999,16.956,30.00,2286.12,34.52
9829.212,3.390,4.999,16.945,30.00,2286.12,34.57
9836.133,3.387,4.999,16.933,30.00,2286.11,34.56
9843.113,3.387,4.999,16.933,30.00,2286.11,34.55
9850.077,3.385,4.999,16.922,30.00,2286.12,34.57
9857.034,3.383,4.999,16.910,30.00,2286.11,34.64
9863.954,3.381,4.999,16.899,30.00,2286.10,34.65
9870.896,3.378,4.999,16.888,30.00,2286.11,34.62
9877.884,3.376,4.999,16.876,30.00,2286.13,34.57
9884.826,3.374,4.999,16.865,30.05,2286.12,34.54
9891.788,3.371,4.999,16.853,30.05,2286.12,34.56
9898.730,3.369,4.999,16.842,30.05,2286.12,34.60
9905.671,3.367,4.999,16.830,30.05,2286.12,34.59
9912.633,3.365,4.999,16.819,29.95,2286.12,34.65
9919.578,3.362,4.999,16.808,29.90,2286.14,34.75
9926.523,3.360,4.999,16.796,29.90,2286.12,34.77
9933.488,3.358,4.999,16.785,29.95,2286.12,34.75
9940.422,3.355,4.999,16.773,30.00,2286.10,34.70
9947.396,3.353,4.999,16.762,30.05,2286.12,34.65
9954.342,3.351,4.999,16.750,30.05,2286.11,34.62
9961.280,3.349,4.999,16.739,30.05,2286.12,34.63
9969.243,3.346,4.999,16.727,30.05,2286.12,34.61
9976.207,3.344,4.999,16.716,30.05,2286.12,34.58
9983.122,3.342,4.999,16.705,30.00,2286.12,34.54
9990.086,3.339,4.999,16.693,30.00,2286.12,34.50
9997.073,3.337,4.999,16.682,30.00,2286.13,34.47
10004.018,3.335,4.999,16.670,30.00,2286.12,34.43
10010.945,3.333,4.999,16.659,30.00,2286.11,34.39
10017.911,3.330,4.999,16.647,30.00,2286.12,34.34
10024.844,3.328,4.999,16.636,29.95,2286.12,34.33
10031.823,3.326,4.999,16.624,29.90,2286.11,34.43
10038.724,3.323,4.999,16.613,29.90,2286.14,34.52
10045.721,3.323,4.999,16.613,29.85,2286.12,34.60
10052.649,3.321,4.999,16.602,29.80,2286.12,34.77
10059.596,3.319,4.999,16.590,29.80,2286.13,34.85
10066.591,3.317,4.999,16.579,29.85,2286.11,34.90
10073.516,3.314,4.999,16.567,29.90,2286.12,34.88
10080.457,3.312,5.001,16.563,30.00,2286.12,34.86
10087.414,3.310,4.999,16.544,30.05,2286.13,34.83
10094.423,3.307,4.999,16.533,30.05,2286.13,34.80
10102.334,3.305,4.999,16.521,30.05,2286.11,34.81
10109.273,3.305,4.999,16.521,30.05,2286.14,34.84
10116.242,3.303,4.999,16.510,30.05,2286.14,34.81
10123.182,3.300,4.999,16.499,30.05,2286.13,34.76
10131.124,3.298,4.999,16.487,30.10,2286.13,34.71
10139.085,3.296,4.999,16.476,30.10,2286.13,34.69
10146.025,3.294,4.999,16.464,30.10,2286.13,34.65
10152.985,3.294,4.999,16.464,30.10,2286.14,34.61
10159.927,3.291,4.999,16.453,30.10,2286.14,34.57
10166.889,3.289,4.999,16.441,30.10,2286.13,34.55
10173.832,3.287,4.999,16.430,30.10,2286.14,34.50
10180.793,3.284,4.999,16.418,30.10,2286.13,34.53
10187.733,3.284,4.999,16.418,30.10,2286.14,34.53
10195.704,3.282,4.999,16.407,30.05,2286.13,34.60
10202.674,3.280,4.999,16.396,30.05,2286.14,34.61
10209.605,3.278,4.999,16.384,30.05,2286.14,34.59
10216.576,3.278,4.999,16.384,30.05,2286.14,34.57
10223.496,3.275,4.999,16.373,30.00,2286.12,34.56
10230.457,3.273,4.999,16.361,29.95,2286.13,34.65
10237.457,3.271,4.999,16.350,29.95,2286.14,34.67
10244.367,3.271,4.999,16.350,29.95,2286.14,34.66
10251.329,3.268,4.999,16.338,29.95,2286.12,34.66
10258.259,3.266,4.999,16.327,29.95,2286.14,34.65
10265.211,3.264,4.999,16.316,29.95,2286.14,34.64
10272.167,3.264,4.999,16.316,30.00,2286.12,34.63
10279.112,3.262,4.999,16.304,30.00,2286.14,34.63
10286.080,3.259,4.999,16.293,30.00,2286.12,34.63
10293.066,3.259,4.999,16.293,30.05,2286.13,34.63
10299.994,3.257,4.999,16.281,30.05,2286.13,34.61
10306.933,3.255,4.999,16.270,30.05,2286.14,34.60
10313.896,3.255,4.999,16.270,30.05,2286.14,34.61
10320.813,3.252,4.999,16.258,30.05,2286.13,34.61
10327.809,3.250,4.999,16.247,30.05,2286.13,34.62
10334.712,3.250,4.999,16.247,30.05,2286.14,34.60
10341.683,3.248,4.999,16.235,30.00,2286.14,34.59
10348.634,3.246,4.999,16.224,30.00,2286.14,34.58
10355.579,3.246,4.999,16.224,29.90,2286.14,34.58
10362.543,3.243,4.999,16.213,29.90,2286.12,34.65
10369.487,3.241,4.999,16.201,29.90,2286.14,34.67
10376.434,3.239,4.999,16.190,29.90,2286.14,34.68
10383.392,3.239,4.999,16.190,29.95,2286.15,34.67
10390.358,3.236,4.999,16.178,29.95,2286.14,34.64
10397.315,3.234,4.999,16.167,29.95,2286.14,34.63
10404.246,3.234,4.999,16.167,29.95,2286.14,34.68
10411.204,3.232,4.999,16.155,29.95,2286.14,34.70
10418.147,3.230,4.999,16.144,29.95,2286.14,34.70
10425.172,3.230,5.001,16.151,30.00,2286.13,34.69
10432.092,3.227,4.999,16.132,30.00,2286.14,34.66
10439.000,3.227,4.999,16.132,30.00,2286.15,34.62
10445.948,3.225,4.999,16.121,30.00,2286.14,34.59
10452.937,3.223,4.999,16.110,30.00,2286.15,34.56
10459.873,3.223,5.001,16.117,29.95,2286.15,34.63
10466.820,3.220,4.999,16.098,29.95,2286.14,34.72
10473.772,3.218,4.999,16.087,29.95,2286.15,34.74
10480.735,3.218,4.999,16.087,29.95,2286.15,34.74
10487.674,3.216,4.999,16.075,29.95,2286.14,34.73
10494.633,3.214,4.999,16.064,30.00,2286.15,34.72
10501.582,3.214,4.999,16.064,30.00,2286.15,34.70
10508.543,3.211,4.999,16.052,30.00,2286.14,34.65
10515.490,3.209,4.999,16.041,30.00,2286.14,34.62
10522.441,3.209,4.999,16.041,30.00,2286.13,34.59
10529.391,3.207,4.999,16.029,30.10,2286.15,34.55
10536.340,3.207,4.999,16.029,30.10,2286.14,34.50
10543.295,3.204,4.999,16.018,30.05,2286.15,34.46
10551.234,3.202,4.999,16.007,30.05,2286.14,34.43
10558.186,3.202,4.999,16.007,30.00,2286.15,34.46
10565.147,3.200,4.999,15.995,29.95,2286.14,34.46
10572.127,3.198,4.999,15.984,29.95,2286.16,34.47
10579.095,3.198,4.999,15.984,29.95,2286.15,34.46
10586.997,3.195,4.999,15.972,29.95,2286.14,34.45
10593.948,3.193,4.999,15.961,29.95,2286.14,34.44
10600.878,3.193,4.999,15.961,29.95,2286.15,34.44
10607.860,3.191,4.999,15.949,29.95,2286.14,34.41
10614.802,3.188,4.999,15.938,29.95,2286.15,34.41
10621.775,3.188,4.999,15.938,29.90,2286.15,34.43
10628.728,3.186,4.999,15.927,29.90,2286.15,34.48
10635.677,3.184,4.999,15.915,29.90,2286.15,34.60
10642.623,3.184,4.999,15.915,29.90,2286.16,34.64
10649.559,3.181,4.999,15.904,29.90,2286.15,34.72
10656.538,3.181,4.999,15.904,29.90,2286.15,34.82
10663.515,3.179,4.999,15.892,29.85,2286.14,34.95
10670.422,3.177,4.999,15.881,29.85,2286.16,35.01
10677.400,3.177,4.999,15.881,29.95,2286.16,34.99
10684.339,3.175,4.999,15.869,30.00,2286.16,34.95
10691.303,3.172,4.999,15.858,30.00,2286.16,35.01
10698.270,3.172,4.999,15.858,30.05,2286.15,35.06
10705.254,3.170,4.999,15.846,30.00,2286.14,35.05
10712.182,3.168,4.999,15.835,30.05,2286.15,35.02
10719.106,3.168,4.999,15.835,30.05,2286.15,34.98
10726.063,3.165,4.999,15.824,30.05,2286.16,35.00
10734.019,3.163,4.999,15.812,30.05,2286.15,34.98
10741.036,3.163,4.999,15.812,30.05,2286.14,34.93
10747.922,3.161,4.999,15.801,30.00,2286.15,34.96
10754.873,3.159,4.999,15.789,30.00,2286.17,34.97
10761.832,3.159,4.999,15.789,29.95,2286.15,35.00
10769.752,3.156,4.999,15.778,29.95,2286.16,35.02
10776.730,3.154,4.999,15.766,29.95,2286.15,35.05
10783.659,3.154,4.999,15.766,29.95,2286.16,35.05
10790.638,3.152,4.999,15.755,30.00,2286.16,35.02
10797.578,3.149,4.999,15.743,30.00,2286.16,35.01
10804.568,3.149,4.999,15.743,30.00,2286.16,34.97
10811.528,3.147,4.999,15.732,30.10,2286.17,34.95
10818.445,3.145,4.999,15.721,30.10,2286.17,34.91
10825.433,3.145,4.999,15.721,30.15,2286.16,34.88
10832.401,3.143,4.999,15.709,30.15,2286.19,34.84
10839.322,3.140,4.999,15.698,30.15,2286.16,34.85
10846.281,3.140,4.999,15.698,30.15,2286.17,34.82
10853.188,3.138,4.999,15.686,30.10,2286.17,34.88
10860.161,3.136,4.999,15.675,30.10,2286.17,34.88
10867.109,3.136,4.999,15.675,30.10,2286.18,34.85
10874.110,3.133,4.999,15.663,30.10,2286.16,34.80
10881.044,3.133,4.999,15.663,30.10,2286.17,34.77
10887.985,3.131,4.999,15.652,30.10,2286.17,34.72
10894.962,3.129,4.999,15.640,30.15,2286.18,34.67
10902.908,3.127,4.999,15.629,30.10,2286.16,34.64
10909.850,3.127,4.999,15.629,30.05,2286.16,34.65
10916.789,3.124,4.999,15.618,30.00,2286.17,34.67
10923.770,3.122,4.999,15.606,29.95,2286.17,34.71
10930.701,3.122,4.999,15.606,29.95,2286.18,34.76
10937.671,3.120,4.999,15.595,29.90,2286.18,34.78
10944.611,3.117,4.999,15.583,29.90,2286.18,34.85
10951.619,3.117,4.999,15.583,29.90,2286.18,34.89
10958.512,3.115,4.999,15.572,29.90,2286.18,34.89
10965.454,3.113,4.999,15.560,29.90,2286.17,34.93
10972.455,3.113,4.999,15.560,29.90,2286.19,34.94
10979.366,3.111,4.999,15.549,29.90,2286.19,34.94
10986.327,3.108,4.999,15.538,29.90,2286.19,34.95
10993.271,3.108,4.999,15.538,29.90,2286.19,34.95
11000.230,3.106,4.999,15.526,29.95,2286.18,34.95
11007.237,3.104,4.999,15.515,29.95,2286.17,34.93
11014.121,3.104,4.999,15.515,30.00,2286.19,34.90
11021.096,3.101,4.999,15.503,30.00,2286.19,34.88
11028.013,3.099,4.999,15.492,30.00,2286.21,34.86
11035.025,3.097,4.999,15.480,30.00,2286.19,34.93
11041.982,3.097,4.999,15.480,30.00,2286.19,34.94
11048.898,3.095,4.999,15.469,30.00,2286.20,34.93
11055.845,3.092,4.999,15.457,30.00,2286.20,34.89
11062.800,3.090,4.999,15.446,30.00,2286.20,34.85
11069.766,3.090,4.999,15.446,30.05,2286.20,34.82
11076.691,3.088,4.999,15.435,30.05,2286.20,34.79
11083.658,3.085,4.999,15.423,30.00,2286.19,34.75
11090.596,3.083,4.999,15.412,30.00,2286.20,34.72
11097.571,3.083,4.999,15.412,30.05,2286.20,34.70
11104.520,3.081,4.999,15.400,30.05,2286.20,34.69
11111.470,3.078,4.999,15.389,30.00,2286.23,34.70
11118.418,3.076,4.999,15.377,29.95,2286.21,34.73
11125.357,3.074,4.999,15.366,30.00,2286.21,34.77
11133.300,3.072,4.999,15.354,30.00,2286.21,34.79
11140.271,3.072,4.999,15.354,30.00,2286.20,34.78
11147.212,3.069,4.999,15.343,30.00,2286.22,34.77
11154.171,3.067,4.999,15.332,29.95,2286.20,34.87
11161.121,3.065,4.999,15.320,29.95,2286.22,34.90
11168.085,3.062,4.999,15.309,29.95,2286.24,34.90
11175.024,3.060,4.999,15.297,30.00,2286.21,34.88
11181.963,3.058,4.999,15.286,30.00,2286.23,34.91
11189.922,3.056,4.999,15.274,29.95,2286.22,34.91
11196.902,3.053,4.999,15.263,29.95,2286.23,34.93
11203.834,3.051,4.999,15.251,29.95,2286.23,34.92
11210.775,3.049,4.999,15.240,29.95,2286.23,34.90
11217.754,3.049,4.999,15.240,30.00,2286.21,34.85
11224.683,3.046,4.999,15.229,30.05,2286.24,34.84
11231.670,3.044,4.999,15.217,30.05,2286.22,34.80
11238.589,3.042,4.999,15.206,30.05,2286.23,34.78
11245.562,3.040,4.999,15.194,30.05,2286.22,34.75
11252.491,3.037,4.999,15.183,30.05,2286.24,34.71
11259.452,3.033,4.999,15.160,30.00,2286.24,34.74
11266.412,3.030,4.999,15.148,30.00,2286.24,34.76
11273.362,3.028,4.999,15.137,29.95,2286.23,34.75
11280.323,3.026,4.999,15.126,29.95,2286.24,34.75
11287.273,3.024,4.999,15.114,29.90,2286.23,34.82
11294.223,3.021,4.999,15.103,29.90,2286.22,34.87
11301.184,3.017,4.999,15.080,29.90,2286.24,34.89
11308.134,3.014,4.999,15.068,29.90,2286.23,34.92
11315.105,3.012,4.999,15.057,29.90,2286.24,34.91
11322.017,3.010,5.001,15.052,29.95,2286.26,34.90
11329.010,3.005,5.001,15.030,30.00,2286.25,34.86
11335.929,3.003,5.001,15.018,30.00,2286.25,34.84
11342.885,2.998,4.999,14.988,30.00,2286.25,34.83
11349.866,2.996,5.001,14.984,30.00,2286.24,34.89
11356.802,2.992,4.999,14.954,30.00,2286.24,34.90
11363.766,2.989,4.999,14.943,30.00,2286.25,34.90
11370.701,2.985,4.999,14.920,30.05,2286.25,34.89
11377.589,2.980,4.999,14.897,30.05,2286.28,34.87
11385.605,2.975,4.999,14.874,30.05,2286.25,34.83
11392.569,2.973,4.999,14.862,30.05,2286.26,34.89
11399.518,2.969,4.999,14.840,30.00,2286.25,34.94
11406.481,2.964,4.999,14.817,30.00,2286.25,34.96
11413.396,2.959,4.999,14.794,30.00,2286.24,34.96
11420.424,2.955,4.999,14.771,30.00,2286.26,34.94
11427.340,2.950,5.001,14.755,30.05,2286.26,34.90
11435.276,2.946,4.999,14.725,30.05,2286.26,34.87
11442.234,2.939,4.999,14.691,30.05,2286.27,34.85
11449.181,2.934,4.999,14.668,30.05,2286.27,34.81
11456.158,2.930,5.001,14.652,30.05,2286.26,34.78
11463.104,2.923,4.999,14.611,30.05,2286.26,34.81
11470.049,2.918,5.001,14.595,30.05,2286.27,34.80
11476.997,2.911,4.999,14.554,29.95,2286.26,34.82
11483.955,2.905,5.001,14.526,29.90,2286.26,34.94
