Time_s,DTB_Avg_C,DTB1_C,DTB2_C,TC0_C,TC1_C
4879.4,30.00,30.00,30.00,2286.27,33.78
4888.4,30.00,30.00,30.00,2286.25,33.82
4895.3,29.95,29.90,30.00,2286.26,33.88
4904.3,29.95,29.90,30.00,2286.25,33.96
4911.2,29.90,29.90,29.90,2286.26,34.00
4920.2,29.90,29.80,30.00,2286.27,34.14
4927.1,29.90,29.80,30.00,2286.26,34.26
4936.1,29.95,29.90,30.00,2286.26,34.25
4943.0,29.95,29.90,30.00,2286.24,34.22
4952.0,30.00,30.00,30.00,2286.25,34.21
4958.9,30.00,30.00,30.00,2286.26,34.15
4967.9,30.00,30.00,30.00,2286.24,34.11
4974.8,30.00,30.10,29.90,2286.24,34.07
4983.8,30.05,30.20,29.90,2286.24,34.02
4990.7,30.05,30.20,29.90,2286.24,33.92
4999.7,30.10,30.30,29.90,2286.24,33.86
5006.6,30.10,30.30,29.90,2286.24,33.85
5015.6,30.05,30.20,29.90,2286.24,33.87
5022.5,30.00,30.10,29.90,2286.24,33.83
5031.5,30.05,30.10,30.00,2286.24,33.87
5038.4,30.00,30.00,30.00,2286.23,33.86
5047.4,30.00,30.00,30.00,2286.24,33.92
5054.3,29.95,29.90,30.00,2286.24,33.99
5064.3,29.95,29.90,30.00,2286.23,34.09
5073.2,29.95,29.90,30.00,2286.23,34.08
5080.2,29.95,29.90,30.00,2286.23,34.06
5089.1,29.95,29.90,30.00,2286.25,34.05
5096.1,29.95,30.00,29.90,2286.24,34.00
5105.0,29.95,30.00,29.90,2286.24,33.97
5112.0,30.00,30.10,29.90,2286.24,33.92
5120.9,30.00,30.10,29.90,2286.24,33.85
5127.9,30.05,30.10,30.00,2286.24,33.83
5136.8,30.05,30.10,30.00,2286.25,33.86
5143.8,30.00,30.00,30.00,2286.25,33.87
5152.7,30.00,30.00,30.00,2286.24,33.91
5159.7,30.00,30.00,30.00,2286.23,33.90
5168.6,29.95,29.90,30.00,2286.23,33.95
5175.6,29.95,29.90,30.00,2286.24,33.96
5184.5,30.00,30.00,30.00,2286.23,33.92
5191.5,30.00,30.00,30.00,2286.23,33.86
5200.4,30.00,30.00,30.00,2286.22,33.84
5207.4,30.00,30.00,30.00,2286.22,33.87
5216.3,29.95,30.00,29.90,2286.22,33.87
5223.3,29.95,30.00,29.90,2286.23,33.86
5232.2,29.90,29.90,29.90,2286.21,33.90
5239.2,29.90,29.90,29.90,2286.22,33.87
5248.1,29.95,30.00,29.90,2286.22,33.85
5255.1,29.90,29.90,29.90,2286.21,33.90
5264.0,29.90,29.90,29.90,2286.21,34.00
5271.0,29.90,29.90,29.90,2286.20,34.05
5279.9,29.90,29.90,29.90,2286.20,34.05
5286.9,30.00,30.00,30.00,2286.20,34.03
5295.8,30.00,30.00,30.00,2286.21,33.98
5302.8,30.05,30.10,30.00,2286.20,33.95
5311.7,30.05,30.10,30.00,2286.19,33.93
5318.6,30.05,30.10,30.00,2286.19,33.89
5327.6,30.05,30.10,30.00,2286.19,33.87
5334.6,30.05,30.10,30.00,2286.19,33.83
5343.5,30.05,30.10,30.00,2286.18,33.77
5350.5,30.05,30.10,30.00,2286.19,33.70
5359.4,30.05,30.10,30.00,2286.17,33.63
5366.4,30.05,30.10,30.00,2286.18,33.62
5375.3,30.00,30.00,30.00,2286.18,33.68
5382.2,30.00,30.00,30.00,2286.17,33.69
5391.2,30.00,30.00,30.00,2286.19,33.68
5398.2,30.00,30.00,30.00,2286.18,33.66
5407.1,29.95,29.90,30.00,2286.18,33.69
5414.0,29.90,29.80,30.00,2286.17,33.79
5423.0,29.90,29.80,30.00,2286.17,33.91
5429.9,29.85,29.70,30.00,2286.16,34.03
5438.9,29.85,29.80,29.90,2286.18,34.05
5445.9,29.90,29.90,29.90,2286.16,34.03
5454.8,29.95,30.00,29.90,2286.15,34.01
5461.7,29.95,30.00,29.90,2286.16,34.00
5470.7,29.95,30.00,29.90,2286.16,33.99
5477.6,29.95,30.00,29.90,2286.16,33.95
5486.6,29.95,30.00,29.90,2286.16,33.92
5493.6,29.95,30.00,29.90,2286.16,33.90
5502.5,29.95,30.00,29.90,2286.15,33.88
5509.5,29.95,30.00,29.90,2286.16,33.91
5518.4,29.95,30.00,29.90,2286.15,33.89
5525.4,29.95,30.00,29.90,2286.14,33.86
5534.3,29.95,30.00,29.90,2286.14,33.89
5541.3,29.95,30.00,29.90,2286.14,33.89
5550.2,29.95,30.00,29.90,2286.14,33.90
5557.2,30.00,30.10,29.90,2286.14,33.84
5566.1,30.00,30.10,29.90,2286.14,33.77
5573.1,30.00,30.10,29.90,2286.13,33.68
5582.0,30.00,30.10,29.90,2286.14,33.65
5590.9,29.95,30.00,29.90,2286.12,33.71
5599.9,29.95,30.00,29.90,2286.14,33.72
5606.8,29.95,30.00,29.90,2286.14,33.69
5615.8,30.00,30.00,30.00,2286.13,33.68
5622.8,29.95,29.90,30.00,2286.10,33.67
5631.7,29.95,29.90,30.00,2286.11,33.65
5638.6,29.95,29.90,30.00,2286.12,33.77
5647.6,29.95,29.90,30.00,2286.11,33.82
5654.5,29.95,29.90,30.00,2286.11,33.84
5663.5,29.95,29.90,30.00,2286.10,33.82
5670.4,29.95,29.90,30.00,2286.09,33.81
5680.4,30.00,30.00,30.00,2286.11,33.79
5689.3,30.05,30.10,30.00,2286.10,33.76
5696.3,30.00,30.00,30.00,2286.10,33.80
5705.2,30.00,30.00,30.00,2286.09,33.86
5712.2,30.00,30.00,30.00,2286.09,33.83
5721.1,30.05,30.10,30.00,2286.08,33.80
5728.1,30.05,30.10,30.00,2286.09,33.71
5737.0,30.05,30.10,30.00,2286.07,33.65
5744.0,30.05,30.10,30.00,2286.09,33.57
5753.9,30.05,30.10,30.00,2286.08,33.50
5762.9,30.05,30.10,30.00,2286.07,33.47
5769.8,29.95,29.90,30.00,2286.08,33.59
5778.8,29.90,29.80,30.00,2286.10,33.79
5787.7,29.85,29.70,30.00,2286.07,33.95
5796.7,29.85,29.70,30.00,2286.08,34.08
5805.6,29.80,29.60,30.00,2286.08,34.27
5814.6,29.80,29.60,30.00,2286.07,34.31
5821.5,29.95,29.90,30.00,2286.07,34.35
5831.4,30.00,30.00,30.00,2286.08,34.28
5840.4,30.05,30.10,30.00,2286.06,34.22
5847.3,30.15,30.30,30.00,2286.07,34.16
5856.3,30.20,30.40,30.00,2286.07,34.09
5863.2,30.20,30.40,30.00,2286.07,34.01
5872.2,30.20,30.40,30.00,2286.07,34.01
5879.1,30.20,30.40,30.00,2286.06,33.93
5888.1,30.20,30.40,30.00,2286.06,33.87
5895.0,30.15,30.30,30.00,2286.06,33.85
5904.0,30.10,30.20,30.00,2286.06,33.89
5910.9,30.05,30.20,29.90,2286.05,33.94
5919.9,30.05,30.20,29.90,2286.05,33.91
5928.8,30.05,30.20,29.90,2286.05,33.88
5937.8,30.05,30.20,29.90,2286.05,33.83
5944.7,30.05,30.20,29.90,2286.03,33.77
5953.7,30.05,30.20,29.90,2286.03,33.72
5960.6,30.05,30.20,29.90,2286.03,33.66
5969.6,30.00,30.10,29.90,2286.04,33.62
5976.5,29.95,30.00,29.90,2286.02,33.73
5985.5,29.95,30.00,29.90,2286.03,33.77
5992.4,29.90,29.90,29.90,2286.01,33.79
6001.4,29.90,29.90,29.90,2286.01,33.88
6008.3,29.90,29.90,29.90,2286.02,33.87
6017.3,29.90,29.90,29.90,2286.03,33.86
6024.2,29.90,29.90,29.90,2286.02,33.86
6033.2,29.90,29.90,29.90,2285.99,33.88
6040.1,29.90,29.90,29.90,2286.02,33.85
6049.1,29.90,29.90,29.90,2286.02,33.83
6056.0,29.90,29.90,29.90,2286.00,33.81
6066.0,29.90,29.90,29.90,2285.99,33.87
6074.9,29.95,30.00,29.90,2286.01,33.83
6081.9,29.95,30.00,29.90,2285.99,33.78
6090.8,29.95,30.00,29.90,2286.00,33.82
6097.8,29.90,29.90,29.90,2286.00,33.83
6106.7,29.90,29.90,29.90,2286.00,33.89
6113.7,29.90,29.90,29.90,2286.00,33.88
6123.6,29.95,30.00,29.90,2285.97,33.87
6132.6,30.00,30.00,30.00,2285.99,33.82
6139.5,30.05,30.10,30.00,2285.99,33.76
6148.5,30.05,30.10,30.00,2285.97,33.69
6155.4,30.00,30.10,29.90,2285.97,33.60
6164.4,30.00,30.10,29.90,2285.97,33.54
6171.3,30.00,30.10,29.90,2285.96,33.56
6180.3,30.00,30.10,29.90,2285.97,33.54
6187.2,29.95,29.90,30.00,2285.97,33.63
6196.2,29.95,29.90,30.00,2285.96,33.69
6203.1,29.95,29.90,30.00,2285.95,33.72
6212.1,29.95,29.90,30.00,2285.95,33.73
6219.0,29.90,29.80,30.00,2285.97,33.88
6228.0,29.85,29.70,30.00,2285.94,34.02
6234.9,29.80,29.60,30.00,2285.94,34.14
6243.8,29.90,29.80,30.00,2285.96,34.23
6250.8,29.90,29.80,30.00,2285.93,34.25
6259.8,29.95,29.90,30.00,2285.94,34.30
6266.7,29.95,29.90,30.00,2285.95,34.28
6275.7,29.95,29.90,30.00,2285.94,34.29
6282.6,30.00,30.00,30.00,2285.94,34.30
6291.6,30.05,30.10,30.00,2285.95,34.24
6298.5,30.10,30.20,30.00,2285.94,34.15
6308.4,30.05,30.20,29.90,2285.94,34.15
6317.4,30.05,30.20,29.90,2285.94,34.09
6324.3,30.05,30.20,29.90,2285.94,34.02
6333.3,30.05,30.20,29.90,2285.94,33.96
6340.2,30.05,30.20,29.90,2285.94,34.02
6349.2,30.05,30.20,29.90,2285.94,33.99
6356.1,30.10,30.20,30.00,2285.94,34.01
6365.1,30.10,30.20,30.00,2285.94,33.93
6372.0,30.10,30.20,30.00,2285.93,33.93
6381.0,30.10,30.20,30.00,2285.95,33.88
6387.9,30.10,30.20,30.00,2285.94,33.79
6396.9,30.10,30.20,30.00,2285.93,33.74
6403.8,30.00,30.00,30.00,2285.94,33.76
6412.8,30.00,30.00,30.00,2285.93,33.81
6419.7,29.95,29.90,30.00,2285.93,33.94
6428.7,29.90,29.80,30.00,2285.93,33.97
6435.6,29.85,29.80,29.90,2285.92,34.10
6444.6,29.85,29.80,29.90,2285.91,34.14
6451.5,29.90,29.90,29.90,2285.91,34.10
6460.5,29.90,29.90,29.90,2285.90,34.05
6467.4,29.95,30.00,29.90,2285.91,34.00
6476.4,29.95,30.00,29.90,2285.92,33.95
6483.3,29.95,30.00,29.90,2285.90,33.91
6493.3,30.00,30.10,29.90,2285.92,33.88
6502.2,30.00,30.10,29.90,2285.91,33.83
6509.2,30.00,30.10,29.90,2285.90,33.84
6518.1,30.00,30.10,29.90,2285.91,33.81
6525.1,30.10,30.20,30.00,2285.90,33.74
6534.0,30.10,30.20,30.00,2285.91,33.75
6541.0,30.05,30.10,30.00,2285.90,33.83
6549.9,30.00,30.00,30.00,2285.90,33.85
6556.9,30.00,30.00,30.00,2285.90,33.88
6565.8,30.00,30.00,30.00,2285.88,33.86
6572.8,30.00,30.00,30.00,2285.89,33.79
6581.7,30.00,30.00,30.00,2285.89,33.74
6590.7,29.95,30.00,29.90,2285.89,33.76
6599.6,29.95,30.00,29.90,2285.88,33.77
6606.6,29.95,30.00,29.90,2285.88,33.70
6615.5,30.00,30.00,30.00,2285.88,33.65
6622.5,30.00,30.00,30.00,2285.88,33.66
6631.4,29.95,29.90,30.00,2285.89,33.70
6638.4,29.95,29.90,30.00,2285.87,33.73
6647.3,29.95,29.90,30.00,2285.88,33.71
6654.2,29.95,29.90,30.00,2285.88,33.76
6663.2,29.95,29.90,30.00,2285.87,33.77
6670.1,29.95,29.90,30.00,2285.89,33.79
6679.1,29.95,29.90,30.00,2285.88,33.79
6688.0,29.90,29.80,30.00,2285.89,33.85
6697.0,29.90,29.80,30.00,2285.89,33.92
6703.9,29.90,29.80,30.00,2285.88,33.94
6712.9,29.95,29.90,30.00,2285.89,33.91
6719.9,29.95,29.90,30.00,2285.88,33.92
6728.8,29.95,29.90,30.00,2285.88,33.92
6737.7,30.00,30.00,30.00,2285.91,33.91
6746.7,30.00,30.00,30.00,2285.87,33.88
6753.6,30.00,30.00,30.00,2285.88,33.84
6762.6,30.00,30.00,30.00,2285.88,33.82
6771.5,30.00,30.00,30.00,2285.89,33.78
6781.5,30.00,30.00,30.00,2285.88,33.78
6790.4,30.00,30.00,30.00,2285.87,33.82
6797.4,29.90,29.90,29.90,2285.86,33.91
6806.3,29.90,29.90,29.90,2285.89,33.95
6813.3,29.95,30.00,29.90,2285.87,33.92
6823.2,29.95,30.00,29.90,2285.90,33.92
6832.2,29.95,30.00,29.90,2285.89,33.92
6839.1,29.95,30.00,29.90,2285.88,33.86
6849.0,29.95,30.00,29.90,2285.88,33.85
6858.0,29.95,30.00,29.90,2285.89,33.81
6866.9,29.95,30.00,29.90,2285.88,33.78
6875.9,29.95,30.00,29.90,2285.89,33.74
6882.8,30.05,30.10,30.00,2285.88,33.68
6891.8,30.05,30.10,30.00,2285.88,33.63
6898.7,30.05,30.10,30.00,2285.87,33.56
6907.7,30.00,30.00,30.00,2285.88,33.58
6914.6,29.95,29.90,30.00,2285.88,33.68
6923.6,29.90,29.80,30.00,2285.87,33.86
6932.5,29.90,29.80,30.00,2285.86,33.91
6941.5,29.90,29.80,30.00,2285.86,33.86
6948.4,30.00,30.00,30.00,2285.87,33.81
6957.4,30.00,30.00,30.00,2285.87,33.77
6966.3,30.00,30.00,30.00,2285.87,33.74
6975.3,29.95,29.90,30.00,2285.86,33.81
6982.2,29.95,29.90,30.00,2285.86,33.94
6991.2,29.90,29.90,29.90,2285.86,33.97
6998.1,29.95,30.00,29.90,2285.87,33.93
7007.1,30.00,30.10,29.90,2285.86,33.86
7014.0,30.00,30.10,29.90,2285.85,33.85
7023.0,30.00,30.10,29.90,2285.86,33.92
7029.9,30.00,30.10,29.90,2285.85,33.89
7038.9,30.05,30.10,30.00,2285.85,33.86
7045.8,30.05,30.10,30.00,2285.86,33.83
7054.8,30.05,30.10,30.00,2285.85,33.78
7061.7,30.05,30.10,30.00,2285.86,33.73
7070.7,30.00,30.00,30.00,2285.83,33.75
7077.6,29.95,29.90,30.00,2285.85,33.81
7086.6,29.95,29.90,30.00,2285.85,33.84
7093.5,29.95,29.90,30.00,2285.85,33.86
7102.5,29.95,29.90,30.00,2285.84,33.89
7109.4,29.95,29.90,30.00,2285.84,33.90
7118.4,29.95,29.90,30.00,2285.85,33.87
7125.3,30.00,30.00,30.00,2285.84,33.83
7134.3,30.00,30.00,30.00,2285.84,33.77
7141.2,30.00,30.00,30.00,2285.83,33.78
7150.2,30.00,30.00,30.00,2285.82,33.80
7157.1,30.00,30.00,30.00,2285.85,33.82
7166.1,29.90,29.90,29.90,2285.83,33.89
7173.0,29.85,29.80,29.90,2285.83,34.00
7182.0,29.80,29.80,29.80,2285.83,34.07
7190.9,29.85,29.90,29.80,2285.83,34.10
7199.9,29.85,29.90,29.80,2285.84,34.04
7206.8,29.90,29.90,29.90,2285.84,34.03
7215.8,29.90,29.90,29.90,2285.83,34.03
7222.7,30.00,30.00,30.00,2285.86,34.01
7231.7,30.00,30.00,30.00,2285.84,34.00
7238.6,30.00,30.00,30.00,2285.84,33.99
7247.6,30.05,30.10,30.00,2285.83,33.97
7254.5,30.05,30.10,30.00,2285.85,33.91
7263.5,30.05,30.10,30.00,2285.83,33.87
7270.4,30.05,30.10,30.00,2285.84,33.89
7279.3,30.05,30.10,30.00,2285.85,33.87
7288.3,30.00,30.00,30.00,2285.84,33.92
7298.2,30.00,30.00,30.00,2285.83,33.91
7307.2,30.00,30.00,30.00,2285.83,33.91
7314.1,30.00,30.00,30.00,2285.82,33.88
7323.1,30.00,30.00,30.00,2285.84,33.83
7330.1,30.00,30.00,30.00,2285.85,33.79
7339.0,29.95,30.00,29.90,2285.82,33.78
7345.9,29.95,30.00,29.90,2285.82,33.79
7354.9,29.95,30.00,29.90,2285.83,33.76
7361.8,30.00,30.00,30.00,2285.83,33.72
7370.8,30.00,30.00,30.00,2285.83,33.77
7377.7,29.95,29.90,30.00,2285.82,33.87
7386.7,29.95,29.90,30.00,2285.84,33.93
7393.6,29.95,29.90,30.00,2285.83,33.96
7402.6,29.95,29.90,30.00,2285.82,33.97
7409.5,29.95,29.90,30.00,2285.84,33.98
7418.5,29.95,29.90,30.00,2285.82,33.98
7425.4,30.00,30.00,30.00,2285.81,33.93
7434.4,30.00,30.00,30.00,2285.83,33.90
7443.3,30.00,30.00,30.00,2285.81,33.86
7452.3,30.05,30.10,30.00,2285.81,33.82
7459.2,30.05,30.10,30.00,2285.82,33.75
7468.2,30.05,30.10,30.00,2285.82,33.67
7475.1,30.05,30.10,30.00,2285.81,33.59
7484.1,30.00,30.10,29.90,2285.80,33.59
7491.0,29.90,30.00,29.80,2285.80,33.61
7501.0,29.90,30.00,29.80,2285.80,33.71
7509.9,29.90,30.00,29.80,2285.80,33.72
7516.8,29.95,30.00,29.90,2285.79,33.70
7525.8,29.95,30.00,29.90,2285.79,33.64
7532.7,29.95,30.00,29.90,2285.79,33.58
7541.7,29.95,30.00,29.90,2285.80,33.55
7548.6,29.95,30.00,29.90,2285.79,33.57
7557.6,29.85,29.80,29.90,2285.78,33.77
7564.5,29.90,29.80,30.00,2285.79,33.89
7573.5,29.95,29.90,30.00,2285.77,33.89
7580.5,30.00,30.00,30.00,2285.77,33.81
7589.4,30.00,30.00,30.00,2285.78,33.76
7596.4,30.05,30.10,30.00,2285.77,33.72
7605.3,30.05,30.10,30.00,2285.77,33.68
7612.3,30.05,30.10,30.00,2285.77,33.63
7621.2,30.05,30.10,30.00,2285.76,33.58
7628.2,29.95,30.00,29.90,2285.75,33.51
7637.1,29.95,30.00,29.90,2285.75,33.46
7644.1,29.95,30.00,29.90,2285.77,33.39
7653.0,29.95,30.00,29.90,2285.77,33.38
7660.0,29.90,29.90,29.90,2285.74,33.38
7668.9,29.85,29.80,29.90,2285.75,33.44
7675.9,29.80,29.70,29.90,2285.76,33.63
7684.8,29.80,29.70,29.90,2285.74,33.76
7691.8,29.80,29.70,29.90,2285.72,33.85
7700.7,29.85,29.70,30.00,2285.74,33.90
7707.7,29.90,29.80,30.00,2285.73,33.87
7716.6,29.95,29.90,30.00,2285.74,33.86
7723.6,29.95,29.90,30.00,2285.74,33.90
7732.5,29.95,29.90,30.00,2285.73,33.87
7741.5,29.95,29.90,30.00,2285.73,33.89
7750.4,30.00,30.00,30.00,2285.75,33.87
7757.4,30.00,30.00,30.00,2285.73,33.82
7766.3,30.05,30.10,30.00,2285.73,33.79
7773.3,30.10,30.20,30.00,2285.75,33.72
7782.2,30.10,30.20,30.00,2285.71,33.68
7789.2,30.10,30.20,30.00,2285.71,33.61
7798.1,30.10,30.20,30.00,2285.72,33.55
7805.1,30.00,30.10,29.90,2285.73,33.56
7814.0,29.95,30.00,29.90,2285.72,33.57
7821.0,29.95,30.00,29.90,2285.71,33.66
7829.9,29.85,29.80,29.90,2285.71,33.76
7836.9,29.80,29.70,29.90,2285.71,33.97
7845.8,29.80,29.70,29.90,2285.71,34.05
7852.8,29.80,29.70,29.90,2285.70,34.16
7861.7,29.80,29.70,29.90,2285.72,34.16
7868.7,29.90,29.90,29.90,2285.72,34.11
7877.6,29.95,30.00,29.90,2285.70,34.05
7884.6,30.05,30.20,29.90,2285.70,33.98
7893.5,30.10,30.20,30.00,2285.70,33.93
7900.4,30.10,30.20,30.00,2285.70,33.89
7909.4,30.10,30.20,30.00,2285.70,33.88
7918.3,30.10,30.20,30.00,2285.68,33.81
7927.3,30.10,30.20,30.00,2285.69,33.76
7934.2,30.10,30.20,30.00,2285.70,33.70
7943.2,30.10,30.20,30.00,2285.69,33.77
7950.1,30.10,30.20,30.00,2285.68,33.72
7959.1,30.05,30.10,30.00,2285.69,33.79
7966.0,30.05,30.10,30.00,2285.68,33.80
7975.0,30.05,30.10,30.00,2285.69,33.76
7981.9,30.05,30.10,30.00,2285.70,33.75
7991.9,30.05,30.10,30.00,2285.67,33.71
8000.8,30.05,30.10,30.00,2285.68,33.67
8007.8,30.05,30.10,30.00,2285.67,33.61
8016.7,30.00,30.10,29.90,2285.68,33.55
8023.7,30.00,30.10,29.90,2285.68,33.49
8032.6,30.00,30.10,29.90,2285.68,33.45
8039.6,29.95,30.00,29.90,2285.68,33.40
8048.5,29.90,29.90,29.90,2285.68,33.48
8055.5,29.90,29.90,29.90,2285.69,33.50
8064.4,29.95,29.90,30.00,2285.68,33.49
8071.4,29.95,29.90,30.00,2285.68,33.49
8081.3,29.95,29.90,30.00,2285.68,33.46
8090.3,29.95,29.90,30.00,2285.69,33.49
8099.2,29.95,29.90,30.00,2285.68,33.52
8108.2,29.90,29.80,30.00,2285.68,33.58
8115.1,29.90,29.80,30.00,2285.69,33.67
8125.1,29.90,29.80,30.00,2285.69,33.73
8134.0,29.85,29.80,29.90,2285.67,33.71
8140.9,29.90,29.90,29.90,2285.67,33.70
8149.9,29.85,29.90,29.80,2285.68,33.72
8156.8,29.80,29.80,29.80,2285.67,33.90
8165.8,29.80,29.80,29.80,2285.66,34.00
8172.8,29.90,30.00,29.80,2285.66,33.98
8181.7,29.90,30.00,29.80,2285.68,33.96
8188.7,30.00,30.10,29.90,2285.67,33.89
8197.6,30.05,30.20,29.90,2285.68,33.84
8204.5,30.05,30.20,29.90,2285.66,33.79
8213.5,30.05,30.10,30.00,2285.66,33.86
8220.4,30.05,30.10,30.00,2285.68,33.85
8229.4,30.05,30.10,30.00,2285.65,33.83
8236.4,30.05,30.10,30.00,2285.66,33.77
8246.3,30.05,30.10,30.00,2285.67,33.70
8255.3,30.05,30.10,30.00,2285.67,33.69
8262.2,30.05,30.10,30.00,2285.66,33.76
8271.1,30.00,30.00,30.00,2285.67,33.79
8278.1,30.00,30.00,30.00,2285.66,33.88
8286.9,30.00,30.00,30.00,2285.66,33.89
8294.0,29.95,29.90,30.00,2285.65,33.94
8303.0,29.95,29.90,30.00,2285.65,34.04
8309.9,29.95,29.90,30.00,2285.66,34.03
8318.8,30.00,30.00,30.00,2285.68,33.99
8325.8,30.05,30.10,30.00,2285.64,33.92
8334.8,30.05,30.10,30.00,2285.64,33.84
8341.7,30.10,30.20,30.00,2285.65,33.76
8350.6,30.10,30.20,30.00,2285.66,33.77
8357.6,30.10,30.20,30.00,2285.64,33.70
8366.5,30.10,30.20,30.00,2285.66,33.65
8373.5,30.05,30.10,30.00,2285.65,33.65
8382.5,30.00,30.00,30.00,2285.65,33.66
8389.4,29.95,30.00,29.90,2285.63,33.68
8399.3,29.95,30.00,29.90,2285.66,33.68
8408.3,29.95,30.00,29.90,2285.63,33.68
8415.2,29.90,29.90,29.90,2285.63,33.66
8424.2,29.90,29.90,29.90,2285.63,33.63
8431.1,29.90,29.90,29.90,2285.64,33.62
8441.1,30.00,30.00,30.00,2285.63,33.61
8450.0,30.00,30.00,30.00,2285.64,33.60
8457.0,30.00,30.00,30.00,2285.63,33.58
8465.9,30.00,30.00,30.00,2285.62,33.55
8472.9,30.00,30.00,30.00,2285.62,33.54
8482.8,30.00,30.00,30.00,2285.61,33.53
8491.8,30.00,30.00,30.00,2285.61,33.50
8498.7,29.95,29.90,30.00,2285.63,33.51
8508.7,29.95,29.90,30.00,2285.62,33.58
8517.6,29.95,29.90,30.00,2285.61,33.59
8524.6,29.90,29.80,30.00,2285.61,33.67
8534.5,29.85,29.70,30.00,2285.61,33.82
8543.5,29.80,29.60,30.00,2285.61,33.96
8550.4,29.75,29.60,29.90,2285.60,34.09
8559.4,29.85,29.80,29.90,2285.61,34.13
8566.3,29.90,29.90,29.90,2285.61,34.12
8575.3,29.95,30.00,29.90,2285.60,34.07
8582.2,30.00,30.10,29.90,2285.60,34.06
8591.2,30.10,30.20,30.00,2285.59,34.01
8598.1,30.10,30.20,30.00,2285.58,33.94
8607.0,30.10,30.20,30.00,2285.59,33.90
8614.0,30.10,30.20,30.00,2285.59,33.88
8623.0,30.05,30.10,30.00,2285.58,33.96
8629.9,30.00,30.00,30.00,2285.58,34.05
8638.9,29.95,29.90,30.00,2285.59,34.20
8645.8,29.95,29.90,30.00,2285.59,34.25
8654.8,30.00,30.10,29.90,2285.60,34.20
8661.7,30.05,30.20,29.90,2285.59,34.12
8670.6,30.10,30.30,29.90,2285.58,34.06
8679.6,30.15,30.30,30.00,2285.58,33.98
8688.5,30.20,30.40,30.00,2285.56,33.92
8695.5,30.20,30.40,30.00,2285.58,33.82
8704.4,30.20,30.40,30.00,2285.59,33.76
8711.4,30.20,30.40,30.00,2285.57,33.73
8720.3,30.15,30.30,30.00,2285.57,33.79
8727.3,30.10,30.20,30.00,2285.57,33.80
8736.2,30.05,30.10,30.00,2285.55,33.84
8743.2,30.05,30.10,30.00,2285.56,33.88
8752.1,30.05,30.10,30.00,2285.57,33.85
8759.1,30.00,30.10,29.90,2285.56,33.85
8768.0,30.00,30.10,29.90,2285.56,33.84
8775.0,30.00,30.10,29.90,2285.56,33.80
8783.9,30.00,30.10,29.90,2285.57,33.78
8790.9,30.00,30.10,29.90,2285.57,33.69
8799.8,30.00,30.10,29.90,2285.56,33.75
8806.8,30.00,30.10,29.90,2285.55,33.73
8815.7,30.00,30.10,29.90,2285.55,33.70
8822.7,29.95,30.00,29.90,2285.56,33.72
8831.6,29.95,30.00,29.90,2285.54,33.72
8838.6,29.95,30.00,29.90,2285.55,33.69
8847.5,30.00,30.00,30.00,2285.55,33.66
8854.5,30.00,30.00,30.00,2285.55,33.60
8863.4,30.00,30.00,30.00,2285.54,33.60
8870.4,30.00,30.00,30.00,2285.55,33.60
8879.3,30.00,30.00,30.00,2285.55,33.59
8886.3,29.90,29.90,29.90,2285.55,33.62
8895.2,29.90,29.90,29.90,2285.54,33.65
8902.2,29.90,29.90,29.90,2285.54,33.65
8911.1,29.90,29.90,29.90,2285.54,33.66
8918.1,29.90,29.90,29.90,2285.52,33.66
8927.0,29.85,29.80,29.90,2285.52,33.71
8934.0,29.80,29.70,29.90,2285.53,33.86
8942.9,29.80,29.70,29.90,2285.53,34.03
8949.9,29.85,29.80,29.90,2285.53,34.06
8958.8,29.90,29.90,29.90,2285.52,34.02
8965.8,29.95,30.00,29.90,2285.52,33.95
8974.8,30.05,30.20,29.90,2285.51,33.90
8981.7,30.05,30.20,29.90,2285.51,33.81
8990.6,30.05,30.20,29.90,2285.49,33.75
8997.6,30.10,30.20,30.00,2285.52,33.68
9006.5,30.10,30.20,30.00,2285.51,33.62
9013.5,30.10,30.20,30.00,2285.51,33.58
9022.4,30.05,30.10,30.00,2285.52,33.63
9029.4,30.05,30.10,30.00,2285.50,33.69
9039.3,30.00,30.00,30.00,2285.50,33.72
9049.3,30.00,30.00,30.00,2285.51,33.76
9058.2,30.00,30.00,30.00,2285.50,33.78
9065.2,29.95,29.90,30.00,2285.48,33.83
9074.1,29.95,29.90,30.00,2285.49,33.83
9081.1,30.00,30.00,30.00,2285.51,33.83
9090.0,30.00,30.00,30.00,2285.48,33.80
9096.9,30.00,30.00,30.00,2285.50,33.88
9105.9,30.00,30.00,30.00,2285.49,33.93
9112.9,30.00,30.00,30.00,2285.48,33.94
9121.8,30.00,30.00,30.00,2285.50,33.93
9128.8,30.00,30.00,30.00,2285.49,33.88
9137.7,30.05,30.10,30.00,2285.50,33.86
9144.7,30.05,30.10,30.00,2285.48,33.80
9153.6,30.10,30.20,30.00,2285.49,33.74
9160.6,30.10,30.20,30.00,2285.48,33.69
9169.5,30.10,30.20,30.00,2285.49,33.66
9176.4,30.10,30.20,30.00,2285.48,33.58
9185.4,30.05,30.10,30.00,2285.47,33.53
9192.4,30.05,30.10,30.00,2285.49,33.54
9201.3,30.00,30.00,30.00,2285.47,33.55
9210.3,30.00,30.00,30.00,2285.46,33.55
9219.2,30.00,30.00,30.00,2285.46,33.55
